0,1,90
0,2,90
0,3,90
0,4,91
0,5,92
0,6,93
0,7,94
0,8,95
0,9,96
0,10,97
0,11,98
0,12,99
0,13,100
0,14,101
0,15,102
0,16,103
0,17,104
0,18,105
0,19,106
0,20,107
0,21,108
0,22,109
0,23,110
0,24,111
0,25,112
0,26,113
0,27,114
0,28,115
0,29,116
0,30,117
0,31,118
0,32,119
0,33,120
0,34,120
0,35,120
0,36,120
0,37,120
0,38,119
0,39,118
0,40,117
0,41,116
0,42,115
0,43,114
0,44,113
0,45,112
0,46,111
0,47,110
0,48,109
0,49,108
0,50,107
0,51,106
0,52,105
0,53,104
0,54,103
0,55,102
0,56,101
0,57,100
0,58,99
0,59,98
0,60,97
0,61,96
0,62,95
0,63,94
0,64,93
0,65,92
0,66,91
0,67,90
0,68,90
0,69,90
0,70,90
